-0.03880041312302119,0.19210267667669684,-0.017492841421490626,-0.18255296677661328,0.44963330922996436,1.3050325766808104,0.0,0.0,0.0,0.0,0.0,0.9872214198112488
-0.039683557591379634,0.19150369391937178,-0.01820961112572268,-0.18234534834608315,-0.014776182841260315,0.2285674967483261,0.0,0.0,0.0,0.0,0.0,0.8880103826522827
-0.038732254486426504,0.19007925946479898,-0.018982413934441084,-0.1824348543962573,-0.014540826485669588,0.22844253414935572,0.0,0.0,0.0,0.0,0.0,0.9613358378410339
-0.03785081967629781,0.1886819636482916,-0.019691971292863823,-0.18267210063883652,-0.014439021784222123,0.2284780488921253,0.0,0.0,0.0,0.0,0.0,0.8518139123916626
-0.03707753856581123,0.1873520583545101,-0.020310813618211254,-0.18311223912553584,-0.014248938672235876,0.22844116121459532,0.0,0.0,0.0,0.0,0.0,0.9176480174064636
-0.03644124839326757,0.18611800297679879,-0.020752583562212566,-0.1838104927355831,-0.014045149118146943,0.22842684923248027,0.0,0.0,0.0,0.0,0.0,0.8682864904403687
-0.035954932421616924,0.18499035750326018,-0.021139807341716874,-0.18459269525447752,-0.013821528130517308,0.22842347556867212,0.0,0.0,0.0,0.0,0.0,0.9395488500595093
-0.03560988975229084,0.18395908929206217,-0.02140769513047257,-0.18524798912808946,-0.01359547415456701,0.22841401474963569,0.0,0.0,0.0,0.0,0.0,0.9833930134773254
-0.035374292444165706,0.1829984419630225,-0.021697011974988967,-0.18577893278261362,-0.013366090240163888,0.22840882800492548,0.0,0.0,0.0,0.0,0.0,0.9272553324699402
-0.035197345164458396,0.18207739329472286,-0.021881439129989293,-0.18642281408168282,-0.0131345402059119,0.22841215828499672,0.0,0.0,0.0,0.0,0.0,0.9274462461471558
-0.035019794254173675,0.1811722822511928,-0.021939016404418546,-0.18703260547033368,-0.012886157247815553,0.22841948458475728,0.0,0.0,0.0,0.0,0.0,1.0
-0.0347871192040181,0.18027123349968155,-0.021976918719485337,-0.1874485050874121,-0.012648527547014999,0.22843041027286473,0.0,0.0,0.0,0.0,0.0,0.9193280339241028
